experiment,participant,id,response,time,group,condition,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,stimulus_size,stimulus_price,confidence_on_semantic,disagreement_on_adj_target,disagreement_on_adj_secondary
2,209,ch_test_7,5,2.666,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,4,0.25223214285714285,
2,209,ch_test_8,5,2.017,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,4,0.25223214285714285,
2,209,tv_filler_1,5,2.652,1,bimodal,,questionable,filler,tv,,,,,,,5,,
2,209,tv_filler_2,1,2.084,1,bimodal,,questionable,filler,tv,,,,,,,5,,
2,209,tv_filler_3,5,18.814,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,209,tv_filler_4,5,2.787,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,209,tv_filler_5,5,1.981,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,209,tv_filler_6,1,4.476,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,209,tv_filler_7,1,1.875,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,209,tv_filler_8,1,2.768,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,209,tv_filler_9,1,2.357,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,209,tv_filler_10,5,1.913,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,209,ch_filler_1,5,2.272,1,unimodal,,questionable,filler,couch,,,,,,,4,,
2,209,ch_filler_2,1,1.804,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,209,ch_filler_3,5,2.115,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,209,ch_filler_4,5,2.033,1,unimodal,,questionable,filler,couch,,,,,,,4,,
2,209,ch_filler_5,1,4.022,1,unimodal,,questionable,filler,couch,,,,,,,4,,
2,209,ch_filler_6,5,3.372,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,209,ch_filler_7,1,2.45,1,unimodal,,unacceptable,filler,couch,,,,,,,4,,
2,209,ch_filler_8,1,2.56,1,unimodal,,unacceptable,filler,couch,,,,,,,4,,
2,209,ch_filler_9,5,2.03,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,209,ch_filler_10,1,3.565,1,unimodal,,unacceptable,filler,couch,,,,,,,4,,
2,210,tv_test_1,5,2.644,2,unimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5,0.21251475796930344,0.2384887839433294
2,210,tv_test_2,2,2.366,2,unimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5,0.21251475796930344,0.2384887839433294
2,210,tv_test_3,2,2.191,2,unimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5,0.21251475796930344,
2,210,tv_test_4,5,1.681,2,unimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5,0.21251475796930344,
2,210,tv_test_5,5,2.176,2,unimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5,0.21251475796930344,
2,210,tv_test_6,2,3.399,2,unimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5,0.21251475796930344,
2,210,tv_test_7,5,1.95,2,unimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5,0.21251475796930344,
2,210,tv_test_8,2,1.906,2,unimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5,0.21251475796930344,
2,210,ch_test_1,5,1.667,2,bimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5,0.12514757969303428,0.1511216056670602
2,210,ch_test_2,2,4.984,2,bimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5,0.12514757969303428,0.1511216056670602
2,210,ch_test_3,2,5.815,2,bimodal,leather long,,test,couch,long,leather,absolute,second,,,5,0.12514757969303428,
2,210,ch_test_4,5,1.972,2,bimodal,long leather,,test,couch,long,leather,absolute,first,,,5,0.12514757969303428,
2,210,ch_test_5,3,6.824,2,bimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5,0.12514757969303428,
2,210,ch_test_6,5,2.735,2,bimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5,0.12514757969303428,
2,210,ch_test_7,2,6.896,2,bimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5,0.12514757969303428,
2,210,ch_test_8,5,2.589,2,bimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5,0.12514757969303428,
2,210,tv_filler_1,4,5.667,2,unimodal,,questionable,filler,tv,,,,,,,5,,
2,210,tv_filler_2,2,3.841,2,unimodal,,questionable,filler,tv,,,,,,,5,,
2,210,tv_filler_3,4,3.167,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,210,tv_filler_4,5,1.898,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,210,tv_filler_5,4,3.106,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,210,tv_filler_6,5,2.684,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,210,tv_filler_7,1,2.1,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,210,tv_filler_8,1,4.545,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,210,tv_filler_9,1,2.862,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,210,tv_filler_10,5,4.446,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,210,ch_filler_1,5,3.386,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,210,ch_filler_2,5,1.643,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,210,ch_filler_3,5,3.19,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,210,ch_filler_4,3,7.11,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,210,ch_filler_5,2,8.819,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,210,ch_filler_6,5,2.125,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,210,ch_filler_7,1,2.304,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,210,ch_filler_8,1,1.897,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,210,ch_filler_9,5,2.399,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,210,ch_filler_10,1,1.977,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,211,tv_test_1,5,2.843,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5,0.13895089285714285,0.20926339285714285
2,211,tv_test_2,5,4.748,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5,0.13895089285714285,0.20926339285714285
2,211,tv_test_3,3,8.19,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5,0.13895089285714285,
2,211,tv_test_4,3,4.857,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5,0.13895089285714285,
2,211,tv_test_5,5,3.38,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5,0.13895089285714285,
2,211,tv_test_6,5,8.476,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5,0.13895089285714285,
2,211,tv_test_7,5,8.705,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5,0.13895089285714285,
2,211,tv_test_8,5,3.601,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5,0.13895089285714285,
2,211,ch_test_1,5,7.864,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5,0.25223214285714285,0.09933035714285714
2,211,ch_test_2,5,8.684,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5,0.25223214285714285,0.09933035714285714
2,211,ch_test_3,3,8.433,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,5,0.25223214285714285,
2,211,ch_test_4,5,2.678,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,5,0.25223214285714285,
2,211,ch_test_5,5,4.095,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5,0.25223214285714285,
2,211,ch_test_6,5,12.277,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5,0.25223214285714285,
2,211,ch_test_7,5,2.886,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5,0.25223214285714285,
2,211,ch_test_8,3,15.364,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5,0.25223214285714285,
2,211,tv_filler_1,4,13.445,1,bimodal,,questionable,filler,tv,,,,,,,5,,
2,211,tv_filler_2,1,7.316,1,bimodal,,questionable,filler,tv,,,,,,,5,,
2,211,tv_filler_3,5,2.5,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,211,tv_filler_4,5,2.69,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,211,tv_filler_5,5,2.994,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,211,tv_filler_6,1,2.84,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,211,tv_filler_7,1,2.882,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,211,tv_filler_8,1,2.599,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,211,tv_filler_9,1,4.728,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,211,tv_filler_10,5,2.933,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,211,ch_filler_1,5,7.701,1,unimodal,,questionable,filler,couch,,,,,,,5,,
2,211,ch_filler_2,5,3.139,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,211,ch_filler_3,5,3.892,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,211,ch_filler_4,2,11.832,1,unimodal,,questionable,filler,couch,,,,,,,5,,
2,211,ch_filler_5,2,4.619,1,unimodal,,questionable,filler,couch,,,,,,,5,,
2,211,ch_filler_6,5,3.13,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,211,ch_filler_7,1,3.076,1,unimodal,,unacceptable,filler,couch,,,,,,,5,,
2,211,ch_filler_8,1,3.814,1,unimodal,,unacceptable,filler,couch,,,,,,,5,,
2,211,ch_filler_9,5,4.513,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,211,ch_filler_10,1,5.569,1,unimodal,,unacceptable,filler,couch,,,,,,,5,,
2,212,tv_test_1,5,2.711,2,unimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5,0.21251475796930344,0.2384887839433294
2,212,tv_test_2,5,3.418,2,unimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5,0.21251475796930344,0.2384887839433294
2,212,tv_test_3,4,3.263,2,unimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5,0.21251475796930344,
2,212,tv_test_4,5,2.739,2,unimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5,0.21251475796930344,
2,212,tv_test_5,5,3.336,2,unimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5,0.21251475796930344,
2,212,tv_test_6,4,2.893,2,unimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5,0.21251475796930344,
2,212,tv_test_7,5,2.379,2,unimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5,0.21251475796930344,
2,212,tv_test_8,4,3.802,2,unimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5,0.21251475796930344,
2,212,ch_test_1,5,3.257,2,bimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5,0.12514757969303428,0.1511216056670602
2,212,ch_test_2,5,4.494,2,bimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5,0.12514757969303428,0.1511216056670602
2,212,ch_test_3,3,6.107,2,bimodal,leather long,,test,couch,long,leather,absolute,second,,,5,0.12514757969303428,
2,212,ch_test_4,5,3.298,2,bimodal,long leather,,test,couch,long,leather,absolute,first,,,5,0.12514757969303428,
2,212,ch_test_5,4,4.521,2,bimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5,0.12514757969303428,
2,212,ch_test_6,4,3.362,2,bimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5,0.12514757969303428,
2,212,ch_test_7,5,3.908,2,bimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5,0.12514757969303428,
2,212,ch_test_8,4,4.077,2,bimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5,0.12514757969303428,
2,212,tv_filler_1,5,2.516,2,unimodal,,questionable,filler,tv,,,,,,,5,,
2,212,tv_filler_2,5,3.485,2,unimodal,,questionable,filler,tv,,,,,,,5,,
2,212,tv_filler_3,5,2.877,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,212,tv_filler_4,5,2.995,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,212,tv_filler_5,5,1.942,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,212,tv_filler_6,1,3.02,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,212,tv_filler_7,1,3.267,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,212,tv_filler_8,1,2.063,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,212,tv_filler_9,1,3.047,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,212,tv_filler_10,5,2.728,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,212,ch_filler_1,5,3.015,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,212,ch_filler_2,5,2.336,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,212,ch_filler_3,5,2.303,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,212,ch_filler_4,4,4.251,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,212,ch_filler_5,5,6.192,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,212,ch_filler_6,5,3.093,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,212,ch_filler_7,1,2.458,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,212,ch_filler_8,1,3.25,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,212,ch_filler_9,5,5.548,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,212,ch_filler_10,1,2.789,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,213,tv_test_1,4,2.256,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5,0.13895089285714285,0.20926339285714285
2,213,tv_test_2,5,5.677,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5,0.13895089285714285,0.20926339285714285
2,213,tv_test_3,2,4.558,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5,0.13895089285714285,
2,213,tv_test_4,2,2.699,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5,0.13895089285714285,
2,213,tv_test_5,5,3.046,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5,0.13895089285714285,
2,213,tv_test_6,3,2.462,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5,0.13895089285714285,
2,213,tv_test_7,1,1.867,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5,0.13895089285714285,
2,213,tv_test_8,1,6.421,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5,0.13895089285714285,
2,213,ch_test_1,2,2.498,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5,0.25223214285714285,0.09933035714285714
2,213,ch_test_2,3,4.02,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5,0.25223214285714285,0.09933035714285714
2,213,ch_test_3,5,3.044,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,5,0.25223214285714285,
2,213,ch_test_4,5,2.985,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,5,0.25223214285714285,
2,213,ch_test_5,4,4.449,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5,0.25223214285714285,
2,213,ch_test_6,4,2.924,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5,0.25223214285714285,
2,213,ch_test_7,2,4.229,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5,0.25223214285714285,
2,213,ch_test_8,2,4.425,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5,0.25223214285714285,
2,213,tv_filler_1,5,2.475,1,bimodal,,questionable,filler,tv,,,,,,,5,,
2,213,tv_filler_2,1,2.423,1,bimodal,,questionable,filler,tv,,,,,,,5,,
2,213,tv_filler_3,4,2.392,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,213,tv_filler_4,5,1.963,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,213,tv_filler_5,5,3.319,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,213,tv_filler_6,1,2.806,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,213,tv_filler_7,1,3.141,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,213,tv_filler_8,1,2.021,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,213,tv_filler_9,1,3.251,1,bimodal,,unacceptable,filler,tv,,,,,,,5,,
2,213,tv_filler_10,5,2.073,1,bimodal,,acceptable,filler,tv,,,,,,,5,,
2,213,ch_filler_1,5,3.358,1,unimodal,,questionable,filler,couch,,,,,,,5,,
2,213,ch_filler_2,5,3.209,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,213,ch_filler_3,5,2.657,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,213,ch_filler_4,1,4.184,1,unimodal,,questionable,filler,couch,,,,,,,5,,
2,213,ch_filler_5,2,5.592,1,unimodal,,questionable,filler,couch,,,,,,,5,,
2,213,ch_filler_6,4,4.717,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,213,ch_filler_7,1,3.879,1,unimodal,,unacceptable,filler,couch,,,,,,,5,,
2,213,ch_filler_8,1,4.287,1,unimodal,,unacceptable,filler,couch,,,,,,,5,,
2,213,ch_filler_9,4,11.339,1,unimodal,,acceptable,filler,couch,,,,,,,5,,
2,213,ch_filler_10,2,4.333,1,unimodal,,unacceptable,filler,couch,,,,,,,5,,
2,214,tv_test_1,4,2.518,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,4,0.13895089285714285,0.20926339285714285
2,214,tv_test_2,4,1.759,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,4,0.13895089285714285,0.20926339285714285
2,214,tv_test_3,4,2.847,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,4,0.13895089285714285,
2,214,tv_test_4,4,3.569,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,4,0.13895089285714285,
2,214,tv_test_5,5,3.849,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,4,0.13895089285714285,
2,214,tv_test_6,4,4.883,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,4,0.13895089285714285,
2,214,tv_test_7,5,1.485,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,4,0.13895089285714285,
2,214,tv_test_8,4,2.802,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,4,0.13895089285714285,
2,214,ch_test_1,5,2.521,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,4,0.25223214285714285,0.09933035714285714
2,214,ch_test_2,4,7.044,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,4,0.25223214285714285,0.09933035714285714
2,214,ch_test_3,2,2.136,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,4,0.25223214285714285,
2,214,ch_test_4,5,2.032,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,4,0.25223214285714285,
2,214,ch_test_5,5,5.448,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,4,0.25223214285714285,
2,214,ch_test_6,5,2.312,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,4,0.25223214285714285,
2,214,ch_test_7,4,3.523,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,4,0.25223214285714285,
2,214,ch_test_8,4,5.825,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,4,0.25223214285714285,
2,214,tv_filler_1,2,2.559,1,bimodal,,questionable,filler,tv,,,,,,,4,,
2,214,tv_filler_2,1,2.573,1,bimodal,,questionable,filler,tv,,,,,,,4,,
2,214,tv_filler_3,5,1.881,1,bimodal,,acceptable,filler,tv,,,,,,,4,,
2,214,tv_filler_4,5,3.601,1,bimodal,,acceptable,filler,tv,,,,,,,4,,
2,214,tv_filler_5,4,2.015,1,bimodal,,acceptable,filler,tv,,,,,,,4,,
2,214,tv_filler_6,1,3.288,1,bimodal,,unacceptable,filler,tv,,,,,,,4,,
2,214,tv_filler_7,1,2.26,1,bimodal,,unacceptable,filler,tv,,,,,,,4,,
2,214,tv_filler_8,1,2.227,1,bimodal,,unacceptable,filler,tv,,,,,,,4,,
2,214,tv_filler_9,1,12.517,1,bimodal,,unacceptable,filler,tv,,,,,,,4,,
2,214,tv_filler_10,3,2.868,1,bimodal,,acceptable,filler,tv,,,,,,,4,,
2,214,ch_filler_1,5,3.972,1,unimodal,,questionable,filler,couch,,,,,,,4,,
2,214,ch_filler_2,4,1.519,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,214,ch_filler_3,5,2.29,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,214,ch_filler_4,5,1.62,1,unimodal,,questionable,filler,couch,,,,,,,4,,
2,214,ch_filler_5,1,2.153,1,unimodal,,questionable,filler,couch,,,,,,,4,,
2,214,ch_filler_6,5,1.651,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,214,ch_filler_7,1,1.67,1,unimodal,,unacceptable,filler,couch,,,,,,,4,,
2,214,ch_filler_8,1,5.026,1,unimodal,,unacceptable,filler,couch,,,,,,,4,,
2,214,ch_filler_9,5,5.909,1,unimodal,,acceptable,filler,couch,,,,,,,4,,
2,214,ch_filler_10,1,3.226,1,unimodal,,unacceptable,filler,couch,,,,,,,4,,
2,215,tv_test_1,4,2.712,2,unimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5,0.21251475796930344,0.2384887839433294
2,215,tv_test_2,4,5.541,2,unimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5,0.21251475796930344,0.2384887839433294
2,215,tv_test_3,4,4.557,2,unimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5,0.21251475796930344,
2,215,tv_test_4,4,2.091,2,unimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5,0.21251475796930344,
2,215,tv_test_5,4,1.999,2,unimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5,0.21251475796930344,
2,215,tv_test_6,4,2.069,2,unimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5,0.21251475796930344,
2,215,tv_test_7,4,5.259,2,unimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5,0.21251475796930344,
2,215,tv_test_8,4,2.791,2,unimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5,0.21251475796930344,
2,215,ch_test_1,4,1.825,2,bimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5,0.12514757969303428,0.1511216056670602
2,215,ch_test_2,4,2.126,2,bimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5,0.12514757969303428,0.1511216056670602
2,215,ch_test_3,4,2.481,2,bimodal,leather long,,test,couch,long,leather,absolute,second,,,5,0.12514757969303428,
2,215,ch_test_4,4,2.37,2,bimodal,long leather,,test,couch,long,leather,absolute,first,,,5,0.12514757969303428,
2,215,ch_test_5,4,1.386,2,bimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5,0.12514757969303428,
2,215,ch_test_6,4,3.608,2,bimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5,0.12514757969303428,
2,215,ch_test_7,4,1.5,2,bimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5,0.12514757969303428,
2,215,ch_test_8,4,3.498,2,bimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5,0.12514757969303428,
2,215,tv_filler_1,5,4.123,2,unimodal,,questionable,filler,tv,,,,,,,5,,
2,215,tv_filler_2,3,5.819,2,unimodal,,questionable,filler,tv,,,,,,,5,,
2,215,tv_filler_3,4,3.959,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,215,tv_filler_4,5,2.556,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,215,tv_filler_5,5,2.037,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,215,tv_filler_6,1,2.48,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,215,tv_filler_7,1,1.968,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,215,tv_filler_8,1,1.828,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,215,tv_filler_9,1,4.068,2,unimodal,,unacceptable,filler,tv,,,,,,,5,,
2,215,tv_filler_10,5,3.997,2,unimodal,,acceptable,filler,tv,,,,,,,5,,
2,215,ch_filler_1,4,3.103,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,215,ch_filler_2,5,1.318,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,215,ch_filler_3,5,2.22,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,215,ch_filler_4,3,2.023,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,215,ch_filler_5,3,2.628,2,bimodal,,questionable,filler,couch,,,,,,,5,,
2,215,ch_filler_6,5,2.181,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,215,ch_filler_7,1,1.49,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,215,ch_filler_8,1,1.707,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,215,ch_filler_9,5,1.91,2,bimodal,,acceptable,filler,couch,,,,,,,5,,
2,215,ch_filler_10,5,2.165,2,bimodal,,unacceptable,filler,couch,,,,,,,5,,
2,218,tv_test_1,4,1.508,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5,0.13895089285714285,0.20926339285714285
2,218,tv_test_2,3,2.992,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5,0.13895089285714285,0.20926339285714285
2,218,tv_test_3,3,3.018,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5,0.13895089285714285,
2,218,tv_test_4,5,4.505,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5,0.13895089285714285,
2,218,tv_test_5,4,1.515,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5,0.13895089285714285,
2,218,tv_test_6,4,1.651,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5,0.13895089285714285,
2,218,tv_test_7,4,2.351,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5,0.13895089285714285,
2,218,tv_test_8,4,2.214,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5,0.13895089285714285,
2,218,ch_test_1,5,3.364,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5,0.25223214285714285,0.09933035714285714
2,218,ch_test_2,5,1.732,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5,0.25223214285714285,0.09933035714285714
2,218,ch_test_3,2,3.377,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,5,0.25223214285714285,
2,218,ch_test_4,5,3.623,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,5,0.25223214285714285,
2,218,ch_test_5,4,6.628,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5,0.25223214285714285,
2,218,ch_test_6,5,4.256,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5,0.25223214285714285,
2,218,ch_test_7,5,6.027,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5,0.25223214285714285,
2,218,ch_test_8,5,4.568,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5,0.25223214285714285,
2,218,tv_filler_1,4,3.134,1,bimodal,,questionable,filler,tv,,,,,,,5,,
2,218,tv_filler_2,1,7.035,1,bimodal,,questionable,filler,tv,,,,,,,5,,
